name,id,nametype,type,class,group,mass (g),fall,year,reclat,reclong,GeoLocation
Lazbuddie,12746,Valid,Stony,Ordinary,LL5,8600,Found,1970-01-01,34.5,-102.75,"(34.500000, -102.750000)"
Lucerne Valley 017,14741,Valid,Stony,Ordinary,L6,12.8,Found,1999-01-01,34.5,-116.95,"(34.500000, -116.950000)"
Lucerne Valley 013,14737,Valid,Stony,Ordinary,L5,14,Found,1992-01-01,34.5,-116.95,"(34.500000, -116.950000)"
Lucerne Valley 011,14735,Valid,Stony,Ordinary,L6,3.8,Found,1968-01-01,34.5,-116.95,"(34.500000, -116.950000)"
Lucerne Valley 012,14736,Valid,Stony,Ordinary,H6,1.2,Found,1968-01-01,34.5,-116.95,"(34.500000, -116.950000)"
Lucerne Valley 009,14733,Valid,Stony,Ordinary,H4,3,Found,1965-01-01,34.5,-116.95,"(34.500000, -116.950000)"
Lucerne Valley 010,14734,Valid,Stony,Ordinary,H4,6.4,Found,1965-01-01,34.5,-116.95,"(34.500000, -116.950000)"
Lucerne Valley 008,14732,Valid,Stony,Ordinary,H4,2,Found,1964-01-01,34.5,-116.95,"(34.500000, -116.950000)"
Lucerne Valley 001,14725,Valid,Stony,Ordinary,L6,15.8,Found,1963-01-01,34.5,-116.95,"(34.500000, -116.950000)"
Lucerne Valley 002,14726,Valid,Stony,Ordinary,LL4,5.8,Found,1963-01-01,34.5,-116.95,"(34.500000, -116.950000)"
Lucerne Valley 003,14727,Valid,Stony,Ordinary,H6,7.5,Found,1963-01-01,34.5,-116.95,"(34.500000, -116.950000)"
Lucerne Valley 004,14728,Valid,Stony,Ordinary,L6,37.4,Found,1963-01-01,34.5,-116.95,"(34.500000, -116.950000)"
Lucerne Valley 005,14729,Valid,Stony,Ordinary,L6,3.1,Found,1963-01-01,34.5,-116.95,"(34.500000, -116.950000)"
Lucerne Valley 006,14730,Valid,Stony,Ordinary,H4,26.9,Found,1963-01-01,34.5,-116.95,"(34.500000, -116.950000)"
Lucerne Valley 007,14731,Valid,Stony,Ordinary,OC,4.8,Found,1963-01-01,34.5,-116.95,"(34.500000, -116.950000)"
Tomita,24023,Valid,Stony,Ordinary,L,600,Fell,1916-01-01,34.5,133.75,"(34.500000, 133.750000)"
Baldwyn,4926,Valid,Stony,Ordinary,L6,345,Fell,1922-01-01,34.5,-88.66667,"(34.500000, -88.666670)"
Lucerne Valley 026,30746,Valid,Stony,Ordinary,L5,5.6,Found,2003-01-01,34.5001,-116.94217,"(34.500100, -116.942170)"
Lucerne Valley 014,14738,Valid,Stony,Ordinary,L5,3.4,Found,1998-01-01,34.50133,-116.96467,"(34.501330, -116.964670)"
Lucerne Valley 015,14739,Valid,Stony,Ordinary,LL6,12.5,Found,1998-01-01,34.5095,-116.95583,"(34.509500, -116.955830)"
Lucerne Valley 025,31364,Valid,Stony,Ordinary,H4,21,Found,2003-01-01,34.51087,-116.93545,"(34.510870, -116.935450)"
Lucerne Valley 058,45968,Valid,Stony,Ordinary,L6,0.85,Found,2006-01-01,34.51092,-116.93962,"(34.510920, -116.939620)"
Lucerne Valley 016,14740,Valid,Stony,Ordinary,L5,4.1,Found,1998-01-01,34.5125,-116.95083,"(34.512500, -116.950830)"
Littlerock,14667,Valid,Stony,Ordinary,H6,19050,Found,1979-01-01,34.51667,-117.98333,"(34.516670, -117.983330)"
Lucerne Valley 051,44718,Valid,Stony,Ordinary,L5,6,Found,2003-01-01,34.525,-116.95333,"(34.525000, -116.953330)"
Lakeview,12449,Valid,Stony,Ordinary,H4,1238,Found,1970-01-01,34.53333,-101.7,"(34.533330, -101.700000)"
Friona,10184,Valid,Stony,Ordinary,L5,21900,Found,1981-01-01,34.54,-102.56833,"(34.540000, -102.568330)"
Hub,11921,Valid,Stony,Ordinary,L5,6452,Found,1991-01-01,34.54,-102.59433,"(34.540000, -102.594330)"
Happy (c),11820,Valid,Stony,Ordinary,OC,884.3,Found,1971-01-01,34.58333,-102.05,"(34.583330, -102.050000)"
Dimmitt,7645,Valid,Stony,Ordinary,H3.7,200000,Found,1942-01-01,34.58333,-102.16667,"(34.583330, -102.166670)"
Leighton,12760,Valid,Stony,Ordinary,H5,877,Fell,1907-01-01,34.58333,-87.5,"(34.583330, -87.500000)"
Happy (b),11819,Valid,Stony,Ordinary,OC,2505,Found,1972-01-01,34.59333,-101.99333,"(34.593330, -101.993330)"
Fenghsien-Ku,10086,Valid,Stony,Ordinary,H5,82,Fell,1924-01-01,34.6,116.75,"(34.600000, 116.750000)"
Marlow,15428,Valid,Stony,Ordinary,L5,68000,Found,1936-01-01,34.6,-97.91667,"(34.600000, -97.916670)"
Leslie,12771,Valid,Stony,Ordinary,H5,895,Found,1968-01-01,34.61139,-100.855,"(34.611390, -100.855000)"
Essex,10056,Valid,Stony,Ordinary,H5,5000,Found,2002-01-01,34.61167,-115.03333,"(34.611670, -115.033330)"
Bagdad,4920,Valid,Iron,Achondrites,"Iron, IIIAB",2200,Found,1959-01-01,34.613317,-113.398967,"(34.613317, -113.398967)"
Kaffir (a),12223,Valid,Stony,Ordinary,L5,1874.9,Found,1965-01-01,34.62333,-101.91667,"(34.623330, -101.916670)"
El Mirage Dry Lake 003,53845,Valid,Stony,Ordinary,H6,6.9,Found,2010-01-01,34.63432,-117.56217,"(34.634320, -117.562170)"
El Mirage Dry Lake 002,7811,Valid,Stony,Ordinary,H4,13,Found,2001-01-01,34.64667,-117.58108,"(34.646670, -117.581080)"
El Mirage Dry Lake 001,7810,Valid,Stony,Ordinary,H5,1.5,Found,2000-01-01,34.65433,-117.59638,"(34.654330, -117.596380)"
Lider (a),14648,Valid,Stony,Ordinary,L5,2160,Found,1972-01-01,34.655,-101.64,"(34.655000, -101.640000)"
Lider (b),14649,Valid,Stony,Ordinary,H5,1800,Found,1972-01-01,34.655,-101.64,"(34.655000, -101.640000)"
El Mirage Dry Lake 004,54570,Valid,Stony,Ordinary,LL6,271,Found,2011-01-01,34.65783,-117.59892,"(34.657830, -117.598920)"
Mercedes,34496,Valid,Stony,Ordinary,H5,3301,Found,1994-01-01,-34.66667,-59.33333,"(-34.666670, -59.333330)"
Kaffir (d),12226,Valid,Stony,Ordinary,L5,26760,Found,1981-01-01,34.67167,-101.815,"(34.671670, -101.815000)"
Kaffir (c),12225,Valid,Stony,Ordinary,L6,7947,Found,1980-01-01,34.67167,-101.815,"(34.671670, -101.815000)"
Kaffir (b),12224,Valid,Stony,Ordinary,H4,3500,Found,1966-01-01,34.67167,-101.815,"(34.671670, -101.815000)"
Ider,11999,Valid,Iron,Achondrites,"Iron, IIIAB",140000,Found,1957-01-01,34.68333,-85.65,"(34.683330, -85.650000)"
Boulder Mine,52852,Valid,Stony,Ordinary,L5,1560,Found,2008-01-01,34.685,-114.323,"(34.685000, -114.323000)"
Buck Mountains 004,55342,Valid,Stony,Ordinary,H3-6,145.8,Found,2005-01-01,34.70108,-114.18845,"(34.701080, -114.188450)"
Buck Mountains 005,55334,Valid,Stony,Ordinary,L6,859.7,Found,2007-01-01,34.70337,-114.19097,"(34.703370, -114.190970)"
Franconia,10174,Valid,Stony,Ordinary,H5,100000,Found,2002-01-01,34.71637,-114.22197,"(34.716370, -114.221970)"
Buck Mountains 002,35489,Valid,Stony,Ordinary,L6,18.4,Found,2004-01-01,34.71933,-114.20783,"(34.719330, -114.207830)"
Tahara,23784,Valid,Stony,Ordinary,H4/5,1000,Fell,1991-01-01,34.72,137.305,"(34.720000, 137.305000)"
Buck Mountain Wash,30446,Valid,Stony,Ordinary,H3-5,798,Found,2004-01-01,34.72453,-114.20883,"(34.724530, -114.208830)"
Buck Mountains 001,35488,Valid,Stony,Ordinary,H6,50,Found,2004-01-01,34.73245,-114.22257,"(34.732450, -114.222570)"
Kobe,12336,Valid,Stony,Carbonaceous,CK4,136,Fell,1999-01-01,34.73333,135.16667,"(34.733330, 135.166670)"
Buck Mountains 003,44705,Valid,Stony,Ordinary,L6,34200,Found,2005-01-01,34.7345,-114.21717,"(34.734500, -114.217170)"
Sfax,23512,Valid,Stony,Ordinary,L6,7000,Fell,1989-01-01,34.75,10.71667,"(34.750000, 10.716670)"
Athens,4885,Valid,Stony,Ordinary,LL6,265,Fell,1933-01-01,34.75,-87,"(34.750000, -87.000000)"
Grady (c),10953,Valid,Stony,Ordinary,H4,5700,Found,1970-01-01,34.8,-103.31667,"(34.800000, -103.316670)"
Grady (1937),10952,Valid,Stony,Ordinary,H3.7,9300,Found,1937-01-01,34.8,-103.31667,"(34.800000, -103.316670)"
Grady (1933),10951,Valid,Stony,Ordinary,L3-6,4230,Found,1933-01-01,34.8,-103.31667,"(34.800000, -103.316670)"
Mianchi,16631,Valid,Stony,Ordinary,H5,1100,Fell,1980-01-01,34.8,111.7,"(34.800000, 111.700000)"
Unkoku,24123,Valid,Stony,Ordinary,OC,1000,Fell,1924-01-01,34.8,127,"(34.800000, 127.000000)"
Happy Canyon,11821,Valid,Stony,Enstatite,EL6/7,16300,Found,1971-01-01,34.80167,-101.56667,"(34.801670, -101.566670)"
Los Lunas,14707,Valid,Stony,Ordinary,H4,94.5,Found,1978-01-01,34.8125,-106.79167,"(34.812500, -106.791670)"
Coolamon,5433,Valid,Stony,Ordinary,L6,393,Found,1921-01-01,-34.81667,147.13333,"(-34.816670, 147.133330)"
Cottonwood,5455,Valid,Stony,Ordinary,H5,800,Found,1955-01-01,34.83333,-112.01667,"(34.833330, -112.016670)"
Mangum,55331,Valid,Stony,Ordinary,H4,750,Found,2008-01-01,34.849,-99.704,"(34.849000, -99.704000)"
Dawn (a),6618,Valid,Stony,Ordinary,H6,7682,Found,1981-01-01,34.86,-102.12,"(34.860000, -102.120000)"
Dawn (b),6619,Valid,Stony,Ordinary,H4/5,257.6,Found,1981-01-01,34.86,-102.12,"(34.860000, -102.120000)"
Holbrook,11894,Valid,Stony,Ordinary,L/LL6,220000,Fell,1912-01-01,34.9,-110.18333,"(34.900000, -110.183330)"
Clarendon (a),5369,Valid,Stony,Ordinary,H5,1964,Found,1979-01-01,34.905,-100.91333,"(34.905000, -100.913330)"
Clarendon (b),5370,Valid,Stony,Ordinary,H5,26.8,Found,1981-01-01,34.93611,-100.94167,"(34.936110, -100.941670)"
Correo,5447,Valid,Stony,Ordinary,H4,1400,Found,1979-01-01,34.95,-107.16667,"(34.950000, -107.166670)"
Canyon,5255,Valid,Stony,Ordinary,H?,860,Found,1957-01-01,34.96667,-101.93333,"(34.966670, -101.933330)"
Coon Butte,5436,Valid,Stony,Ordinary,L6,2750,Found,1905-01-01,35,-111,"(35.000000, -111.000000)"
Gyokukei,11467,Valid,Stony,Ordinary,OC,1320,Fell,1930-01-01,35,127.5,"(35.000000, 127.500000)"
Caddo County,5192,Valid,Iron,Primitive Achondrites,"Iron, IAB-ung",18000,Found,1987-01-01,35,-98.33333,"(35.000000, -98.333330)"
Harper Dry Lake 036,52853,Valid,Stony,Ordinary,L6,85.5,Found,2010-01-01,35.03333,-117.28333,"(35.033330, -117.283330)"
Cherokee Springs,5340,Valid,Stony,Ordinary,LL6,8400,Fell,1933-01-01,35.03333,-81.88333,"(35.033330, -81.883330)"
Rich Mountain,22597,Valid,Stony,Ordinary,L6,668,Fell,1903-01-01,35.03333,-83.03333,"(35.033330, -83.033330)"
Coyote Dry Lake 067,30462,Valid,Stony,Ordinary,L6,412.05,Found,1999-01-01,35.03815,-116.7531,"(35.038150, -116.753100)"
Coyote Dry Lake 119,30469,Valid,Stony,Ordinary,H5,3.2,Found,1999-01-01,35.03815,-116.7531,"(35.038150, -116.753100)"
Coyote Dry Lake 223,30494,Valid,Stony,Ordinary,L6,512,Found,2004-01-01,35.03842,-116.75818,"(35.038420, -116.758180)"
Coyote Dry Lake 222,30493,Valid,Stony,Ordinary,L5,22.5,Found,2004-01-01,35.04008,-116.75553,"(35.040080, -116.755530)"
Harper Dry Lake 019,45965,Valid,Stony,Ordinary,L6,118.7,Found,2007-01-01,35.04015,-117.27283,"(35.040150, -117.272830)"
Harper Dry Lake 017,45964,Valid,Stony,Ordinary,H6,16.4,Found,2007-01-01,35.04102,-117.27465,"(35.041020, -117.274650)"
Harper Dry Lake 018,52983,Valid,Stony,Ordinary,H6,39.7,Found,2007-01-01,35.0421,-117.27512,"(35.042100, -117.275120)"
Harper Dry Lake 003,11834,Valid,Stony,Ordinary,L6,95,Found,1999-01-01,35.0425,-117.30837,"(35.042500, -117.308370)"
Harper Dry Lake 029,52112,Valid,Stony,Ordinary,H6,11.56,Found,2008-01-01,35.04568,-117.26658,"(35.045680, -117.266580)"
Coyote Dry Lake 110,30465,Valid,Stony,Ordinary,H4,68.02,Found,1999-01-01,35.04625,-116.73547,"(35.046250, -116.735470)"
Harper Dry Lake 006,11837,Valid,Stony,Ordinary,H6,26,Found,1999-01-01,35.04722,-117.30752,"(35.047220, -117.307520)"
Coyote Dry Lake 002,30453,Valid,Stony,Ordinary,H5-6,106.7,Found,1998-01-01,35.04753,-116.73092,"(35.047530, -116.730920)"
Harper Dry Lake 007,11838,Valid,Stony,Ordinary,H5,166.7,Found,2000-01-01,35.04953,-117.26357,"(35.049530, -117.263570)"
Acomita,372,Valid,Stony-Iron,Achondrites,"Pallasite, PMG",3956,Found,1962-01-01,35.05,-107.56667,"(35.050000, -107.566670)"
Coyote Dry Lake 117,30468,Valid,Stony,Ordinary,H3,162,Found,1999-01-01,35.0501,-116.74443,"(35.050100, -116.744430)"
Coyote Dry Lake 001,30452,Valid,Stony,Ordinary,H5,338,Found,1995-01-01,35.05017,-116.76683,"(35.050170, -116.766830)"
Harper Dry Lake 005,11836,Valid,Stony,Ordinary,H6,24,Found,1999-01-01,35.05063,-117.30188,"(35.050630, -117.301880)"
Harper Dry Lake 002,11833,Valid,Stony,Ordinary,H6,12,Found,1999-01-01,35.05067,-117.30095,"(35.050670, -117.300950)"
Coyote Dry Lake 105,30464,Valid,Stony,Ordinary,H5,61.5,Found,1999-01-01,35.05073,-116.76698,"(35.050730, -116.766980)"
Harper Dry Lake 001,11832,Valid,Stony,Ordinary,LL3,13,Found,1999-01-01,35.05102,-117.30672,"(35.051020, -117.306720)"
Coyote Dry Lake 275,45961,Valid,Stony,Ordinary,H4,16.2,Found,2006-01-01,35.05122,-116.76742,"(35.051220, -116.767420)"
Harper Dry Lake 008,11839,Valid,Stony,Ordinary,H6,12.5,Found,2000-01-01,35.05193,-117.26138,"(35.051930, -117.261380)"
Coyote Dry Lake 061,30459,Valid,Stony,Ordinary,H5,2134,Found,1999-01-01,35.05242,-116.7667,"(35.052420, -116.766700)"
Coyote Dry Lake 139,30477,Valid,Stony,Ordinary,H4,10.4,Found,2000-01-01,35.05283,-116.76538,"(35.052830, -116.765380)"
Coyote Dry Lake 138,30476,Valid,Stony,Ordinary,H5,18.3,Found,2000-01-01,35.05283,-116.76645,"(35.052830, -116.766450)"
Coyote Dry Lake 176,30490,Valid,Stony,Ordinary,H6,187.55,Found,2003-01-01,35.05452,-116.73005,"(35.054520, -116.730050)"
Coyote Dry Lake 175,30489,Valid,Stony,Ordinary,H6,36.35,Found,2002-01-01,35.05475,-116.75432,"(35.054750, -116.754320)"
Harper Dry Lake 004,11835,Valid,Stony,Ordinary,LL3,37,Found,1999-01-01,35.05523,-117.30257,"(35.055230, -117.302570)"
Coyote Dry Lake 151,30479,Valid,Stony,Ordinary,H6,90.04,Found,2001-01-01,35.05602,-116.72368,"(35.056020, -116.723680)"
Coyote Dry Lake 033,30456,Valid,Stony,Ordinary,H5,5220,Found,1999-01-01,35.05605,-116.7763,"(35.056050, -116.776300)"
Coyote Dry Lake 152,30480,Valid,Stony,Ordinary,H5,10.84,Found,2001-01-01,35.05607,-116.72365,"(35.056070, -116.723650)"
Coyote Dry Lake 235,30496,Valid,Stony,Ordinary,LL6,81.4,Found,2004-01-01,35.05628,-116.73377,"(35.056280, -116.733770)"
Coyote Dry Lake 221,30492,Valid,Stony,Ordinary,H4,54.31,Found,2003-01-01,35.05717,-116.7205,"(35.057170, -116.720500)"
Coyote Dry Lake 064,30461,Valid,Stony,Ordinary,H5,1364.31,Found,1999-01-01,35.05817,-116.7743,"(35.058170, -116.774300)"
Coyote Dry Lake 164,30487,Valid,Stony,Ordinary,H5,43,Found,2002-01-01,35.05835,-116.77403,"(35.058350, -116.774030)"
Coyote Dry Lake 116,30467,Valid,Stony,Ordinary,H6,4.4,Found,1999-01-01,35.05847,-116.769,"(35.058470, -116.769000)"
Coyote Dry Lake 159,30483,Valid,Stony,Ordinary,H5,17.7,Found,2001-01-01,35.05865,-116.76872,"(35.058650, -116.768720)"
Coyote Dry Lake 115,30466,Valid,Stony,Ordinary,H5-6,1369,Found,1999-01-01,35.05865,-116.76872,"(35.058650, -116.768720)"
Coyote Dry Lake 063,30460,Valid,Stony,Ordinary,H4,67.61,Found,1999-01-01,35.05878,-116.773,"(35.058780, -116.773000)"
Coyote Dry Lake 120,30470,Valid,Stony,Ordinary,H5,18.5,Found,1999-01-01,35.05893,-116.76872,"(35.058930, -116.768720)"
Coyote Dry Lake 274,45960,Valid,Stony,Ordinary,H4,7.5,Found,2006-01-01,35.05902,-116.76892,"(35.059020, -116.768920)"
Coyote Dry Lake 121,30471,Valid,Stony,Ordinary,H4,14.2,Found,1999-01-01,35.05947,-116.7685,"(35.059470, -116.768500)"
Coyote Dry Lake 160,30484,Valid,Stony,Ordinary,H5,76.88,Found,2002-01-01,35.06152,-116.76295,"(35.061520, -116.762950)"
Griffith Wash,55289,Valid,Stony,Ordinary,L6,93,Found,2011-01-01,35.06639,-114.0975,"(35.066390, -114.097500)"
Coyote Dry Lake 142,30478,Valid,Stony,Ordinary,H4,32.22,Found,2000-01-01,35.06725,-116.74853,"(35.067250, -116.748530)"
Coyote Dry Lake 130,30473,Valid,Stony,Ordinary,H4,6.1,Found,2000-01-01,35.06785,-116.7494,"(35.067850, -116.749400)"
Coyote Dry Lake 155,30482,Valid,Stony,Ordinary,H4,17.02,Found,2001-01-01,35.06847,-116.76905,"(35.068470, -116.769050)"
Coyote Dry Lake 165,30488,Valid,Stony,Ordinary,L6,42.57,Found,2002-01-01,35.06888,-116.76197,"(35.068880, -116.761970)"
Coyote Dry Lake 129,30472,Valid,Stony,Ordinary,H5,140,Found,2000-01-01,35.06917,-116.7502,"(35.069170, -116.750200)"
Coyote Dry Lake 163,30486,Valid,Stony,Ordinary,H5,16.66,Found,2002-01-01,35.07,-116.77,"(35.070000, -116.770000)"
Coyote Dry Lake 132,30474,Valid,Stony,Ordinary,H4,17.4,Found,2000-01-01,35.07028,-116.74847,"(35.070280, -116.748470)"
Coyote Dry Lake 276,45962,Valid,Stony,Ordinary,H6,47.2,Found,2006-01-01,35.07118,-116.77162,"(35.071180, -116.771620)"
Coyote Dry Lake 024,30455,Valid,Stony,Ordinary,H5,2430,Found,1999-01-01,35.0715,-116.77205,"(35.071500, -116.772050)"
Coyote Dry Lake 153,30481,Valid,Stony,Ordinary,H5,13.87,Found,2001-01-01,35.07362,-116.76372,"(35.073620, -116.763720)"
Coyote Dry Lake 080,30463,Valid,Stony,Ordinary,H5,278.1,Found,1999-01-01,35.07402,-116.76117,"(35.074020, -116.761170)"
Coyote Dry Lake 277,45963,Valid,Stony,Ordinary,H5,21.3,Found,2006-01-01,35.0742,-116.7637,"(35.074200, -116.763700)"
Coyote Dry Lake 318,52804,Valid,Stony,Ordinary,H5,7.2,Found,2009-01-01,35.0751,-116.75038,"(35.075100, -116.750380)"
Coyote Dry Lake 054,30458,Valid,Stony,Ordinary,H5,392.8,Found,1999-01-01,35.07667,-116.74667,"(35.076670, -116.746670)"
Coyote Dry Lake 162,30485,Valid,Stony,Ordinary,H5,9.87,Found,2002-01-01,35.07802,-116.76777,"(35.078020, -116.767770)"
Okano,18000,Valid,Iron,Achondrites,"Iron, IIAB",4742,Fell,1904-01-01,35.08333,135.2,"(35.083330, 135.200000)"
Karoonda,12264,Valid,Stony,Carbonaceous,CK4,41730,Fell,1930-01-01,-35.08333,139.91667,"(-35.083330, 139.916670)"
Coyote Dry Lake 249,30497,Valid,Stony,Ordinary,H4,71.8,Found,2004-01-01,35.08758,-116.74603,"(35.087580, -116.746030)"
Coyote Dry Lake 003,30454,Valid,Stony,Ordinary,H5,255.72,Found,1998-01-01,35.08808,-116.75398,"(35.088080, -116.753980)"
Coyote Dry Lake 194,30491,Valid,Stony,Ordinary,L6,1.47,Found,2004-01-01,35.08838,-116.75283,"(35.088380, -116.752830)"
Coyote Dry Lake 230,30495,Valid,Stony,Ordinary,H6,16.36,Found,2004-01-01,35.08958,-116.75007,"(35.089580, -116.750070)"
Coyote Dry Lake 134,30475,Valid,Stony,Ordinary,H5,117.5,Found,2000-01-01,35.0925,-116.76083,"(35.092500, -116.760830)"
Coyote Dry Lake 040,30457,Valid,Stony,Ordinary,H4,344,Found,1999-01-01,35.09373,-116.76343,"(35.093730, -116.763430)"
Koraleigh,12346,Valid,Stony,Ordinary,L6,450,Found,1943-01-01,-35.1,143.4,"(-35.100000, 143.400000)"
Wuzhi,24342,Valid,Stony,Unclassified,Stone-uncl,,Fell,1931-01-01,35.13333,113.33333,"(35.133330, 113.333330)"
Tauk,23887,Valid,Stony,Ordinary,L6,6000,Fell,1929-01-01,35.13333,44.45,"(35.133330, 44.450000)"
Fortuna,10169,Valid,Stony,Primitive Achondrites,Winonaite,312,Found,1998-01-01,-35.13333,-65.36667,"(-35.133330, -65.366670)"
Adrian,388,Valid,Stony,Ordinary,H4,22600,Found,1936-01-01,35.15,-102.71667,"(35.150000, -102.716670)"
Grant,10957,Valid,Iron,Achondrites,"Iron, IIIAB",525000,Found,1929-01-01,35.16667,-107.88333,"(35.166670, -107.883330)"
Amber,2291,Valid,Stony,Ordinary,L6,4532,Found,1934-01-01,35.16667,-97.88333,"(35.166670, -97.883330)"
Carnegie,5278,Valid,Stony,Ordinary,L6,132700,Found,1963-01-01,35.16667,-98.64389,"(35.166670, -98.643890)"
Laughlin,53492,Valid,Stony,Ordinary,H5,10,Found,2008-01-01,35.16867,-114.455,"(35.168670, -114.455000)"
Junan,12210,Valid,Stony,Ordinary,L6,950,Fell,1976-01-01,35.2,118.8,"(35.200000, 118.800000)"
McLean,15464,Valid,Stony,Ordinary,H6,4300,Found,1939-01-01,35.23333,-100.6,"(35.233330, -100.600000)"
Ashfork,2348,Valid,Iron,Primitive Achondrites,"Iron, IAB-MG",27000,Found,1901-01-01,35.25,-112.5,"(35.250000, -112.500000)"
Chuckwalla,5361,Valid,Iron,Primitive Achondrites,"Iron, IAB-MG",1802,Found,1992-01-01,35.25,-118.09067,"(35.250000, -118.090670)"
Bluewater,5078,Valid,Iron,Achondrites,"Iron, IIIAB",9540,Found,1946-01-01,35.26667,-107.96667,"(35.266670, -107.966670)"
Alta'ameem,2284,Valid,Stony,Ordinary,LL5,6000,Fell,1977-01-01,35.27333,44.21556,"(35.273330, 44.215560)"
Cuddeback Dry Lake 002,5481,Valid,Stony,Ordinary,L6,95,Found,2000-01-01,35.2755,-117.47833,"(35.275500, -117.478330)"
Cuddeback Dry Lake 011,5490,Valid,Stony,Ordinary,L6,10.69,Found,2000-01-01,35.2758,-117.47877,"(35.275800, -117.478770)"
Cuddeback Dry Lake 008,5487,Valid,Stony,Ordinary,L6,18.02,Found,2000-01-01,35.28333,-117.48333,"(35.283330, -117.483330)"
Delaware,6640,Valid,Stony,Ordinary,L4,8346,Found,1972-01-01,35.28333,-93.5,"(35.283330, -93.500000)"
Cuddeback Dry Lake 017,52978,Valid,Stony,Ordinary,H6,23.1,Found,2008-01-01,35.28528,-117.48305,"(35.285280, -117.483050)"
Cuddeback Dry Lake 018,52979,Valid,Stony,Ordinary,H4,8.5,Found,2008-01-01,35.28638,-117.48305,"(35.286380, -117.483050)"
Cuddeback Dry Lake 003,5482,Valid,Stony,Ordinary,L6,7.5,Found,2000-01-01,35.29183,-117.47067,"(35.291830, -117.470670)"
Hashima,11848,Valid,Stony,Ordinary,H4,1110.6,Fell,1910-01-01,35.2945,136.70033,"(35.294500, 136.700330)"
Cuddeback Dry Lake 001,5480,Valid,Stony,Ordinary,L6,32.5,Found,1999-01-01,35.29575,-117.4668,"(35.295750, -117.466800)"
Cuddeback Dry Lake 028,52967,Valid,Stony,Ordinary,L5,19.5,Found,2008-01-01,35.296,-117.472,"(35.296000, -117.472000)"
Cuddeback Dry Lake 029,52968,Valid,Stony,Ordinary,H4,22.2,Found,2008-01-01,35.296,-117.472,"(35.296000, -117.472000)"
Cuddeback Dry Lake 021,51573,Valid,Stony,Ordinary,L6,31.72,Found,2004-01-01,35.3,-117.4605,"(35.300000, -117.460500)"
Cuddeback Dry Lake 004,5483,Valid,Stony,Ordinary,H6,40,Found,2000-01-01,35.30233,-117.46017,"(35.302330, -117.460170)"
Cuddeback Dry Lake 019,52980,Valid,Stony,Ordinary,L6,10.1,Found,2008-01-01,35.30455,-117.45817,"(35.304550, -117.458170)"
Cuddeback Dry Lake 010,5489,Valid,Stony,Ordinary,L5,10.5,Found,2000-01-01,35.3112,-117.45465,"(35.311200, -117.454650)"
Cuddeback Dry Lake 007,5486,Valid,Stony,Ordinary,L4,96.7,Found,2000-01-01,35.3114,-117.45342,"(35.311400, -117.453420)"
Cuddeback Dry Lake 012,5491,Valid,Stony,Ordinary,H5,0.72,Found,2002-01-01,35.31217,-117.453,"(35.312170, -117.453000)"
Cuddeback Dry Lake 013,52974,Valid,Stony,Ordinary,H4,1.6,Found,2008-01-01,35.31218,-117.45303,"(35.312180, -117.453030)"
Cuddeback Dry Lake 006,5485,Valid,Stony,Ordinary,H6,0.5,Found,2000-01-01,35.31227,-117.453,"(35.312270, -117.453000)"
Cuddeback Dry Lake 005,5484,Valid,Stony,Ordinary,H5,35,Found,2000-01-01,35.31232,-117.45315,"(35.312320, -117.453150)"
Hendersonville,11873,Valid,Stony,Ordinary,L5,6000,Found,1901-01-01,35.31667,-81.46667,"(35.316670, -81.466670)"
Cuddeback Dry Lake 009,5488,Valid,Stony,Ordinary,H5,19,Found,2000-01-01,35.31833,-117.46667,"(35.318330, -117.466670)"
Cuddeback Dry Lake 023,52856,Valid,Stony,Ordinary,H5,123,Found,1986-01-01,35.3248,-117.47983,"(35.324800, -117.479830)"
Burns Flat,5174,Valid,Stony,Ordinary,L6,1987,Found,1971-01-01,35.33333,-99.15,"(35.333330, -99.150000)"
Colony,5407,Valid,Stony,Carbonaceous,CO3.0,3912,Found,1975-01-01,35.35,-98.68333,"(35.350000, -98.683330)"
Kasamatsu,12266,Valid,Stony,Ordinary,H,710,Fell,1938-01-01,35.36667,136.76667,"(35.366670, 136.766670)"
Goldstone Dry Lake,10943,Valid,Stony,Ordinary,H6,1.1,Found,1999-01-01,35.37333,-116.90833,"(35.373330, -116.908330)"
Johannesburg,55765,Valid,Stony,Ordinary,H4,63,Found,2012-01-01,35.37788,-117.63728,"(35.377880, -117.637280)"
Miller (Arkansas),16645,Valid,Stony,Ordinary,H5,16700,Fell,1930-01-01,35.4,-92.05,"(35.400000, -92.050000)"
Corn,54859,Valid,Stony,Ordinary,H5,5176,Found,1994-01-01,35.405,-98.74889,"(35.405000, -98.748890)"
Coomandook,5435,Valid,Stony,Ordinary,H6,5230,Found,1939-01-01,-35.41667,139.75,"(-35.416670, 139.750000)"
Moore County,16736,Valid,Stony,Achondrites,Eucrite-cm,1880,Fell,1913-01-01,35.41667,-79.38333,"(35.416670, -79.383330)"
Tan?,23801,Valid,Stony,Ordinary,L5,905,Fell,1918-01-01,35.43333,136.23333,"(35.433330, 136.233330)"
Juancheng,12203,Valid,Stony,Ordinary,H5,100000,Fell,1997-01-01,35.5,115.41667,"(35.500000, 115.416670)"
Gifu,10914,Valid,Stony,Ordinary,L6,14290,Fell,1909-01-01,35.53333,136.88333,"(35.533330, 136.883330)"
